App ID;Name;Short Description;Developer;Publisher;Genre;Tags;Type;Categories;Owners;Positive Reviews;Negative Reviews;Price;Initial Price;Discount;CCU;Languages;Platforms;Release Date;Required Age;Website;Header Image
1002290;某1种青春;平淡无奇的校园青春类文字游戏！在拥有非常多奇怪社团的育仁中学里，有着名为「冲饭堂社」这样匪夷所思的社团。围绕着社团存亡以及各种各样的青春问题，共有5+1种剧情分支！当然，还有男主角的高中生活到底如何？这里一定有属于你的某1种青春。;绮梦妄想社;绮梦妄想社;Casual, Free to Play, Indie;Free to Play: 41, Indie: 31, Casual: 30, Visual Novel: 23, Anime: 22;game;Single-player;20,000 .. 50,000;338;13;0;0;0;1;English, Not supported, Simplified Chinese;windows;2019/02/17;0;http://weibo.com/dreammirage;https://cdn.akamai.steamstatic.com/steam/apps/1002290/header.jpg?t=1572317821
1002310;The Childs Sight;See the word through the innocent eyes of a small child. Slowly unravel the story of what has happened, while you were laying in your crib, observing the world around you... Something’s may remain faded but one story sticks with you to this very day.;HANNMADE Studios;Forever Entertainment S. A.;Action, Adventure, Casual, Indie, Simulation;Indie: 22, Action: 21, Casual: 21, Adventure: 20, Simulation: 19, Horror: 17;game;Single-player;0 .. 20,000;6;2;999;999;0;0;English;windows;2019/03/28;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002310/header.jpg?t=1568807044
1002360;バグダス - デバッガー検定 -;架空のゲームに仕込まれたバグを探して出す、ゲームデバッガーの気分が味わえるゲームです。;Jiruo Software;Jiruo Software;Casual, Indie;Casual: 22, Indie: 22;game;Single-player, Steam Achievements, Full controller support;0 .. 20,000;60;12;99;99;0;0;Japanese;windows;2019/01/21;0;https://bugdasu.jiruo.net/;https://cdn.akamai.steamstatic.com/steam/apps/1002360/header.jpg?t=1548082831
1002410;The Five Cores Remastered;Heavily inspired by the 90s graphic puzzle games, The Five Cores Remastered is a surreal and poetic adventure that you can explore in VR.;Matthieu Gouby;Matthieu Gouby;Adventure, Indie;"Puzzle: 91, VR: 85, Adventure: 81, Exploration: 76, Singleplayer: 73, Remake: 67, ""1990s"": 65, Indie: 63, Point & Click: 57, Walking Simulator: 49, First-Person: 40, Mystery: 31, Atmospheric: 29, Nature: 27, Linear: 25, Narration: 23";game;Single-player, Steam Achievements, Steam Cloud, Full controller support;0 .. 20,000;11;9;1699;1699;0;0;English, French;windows;2019/07/30;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002410/header.jpg?t=1658194880
1002420;Agartha;Agartha is an puzzle platformer where you play various adventurers carving out their way through countless levels using very limited resources.;Shindenken;Fruitbat Factory;Action, Indie;Action: 74, Indie: 68, 2D: 60, Pixel Graphics: 57, Platformer: 54, Physics: 48, Puzzle: 46, Exploration: 44, Sandbox: 41, Puzzle-Platformer: 39, Destruction: 35, Nature: 32, Retro: 30, Singleplayer: 28, Ninja: 26, Underground: 24;game;Single-player, Partial Controller Support, Steam Achievements, Steam Cloud;0 .. 20,000;7;3;799;799;0;0;English, Japanese;windows;2019/03/20;0;https://fruitbatfactory.com/agartha/;https://cdn.akamai.steamstatic.com/steam/apps/1002420/header.jpg?t=1666986454
1002430;Victory Road;Victory Road is a boxing simulator that uniquely puts you in the role of the coach, not the boxer! As a coach, the fate of your boxer’s career, and potentially his life, is in your hands. Raise your boxer and utilize various strategies to climb up the ranking board.;Strange Journey;Strange Journey;Action, Indie, Simulation, Sports, Strategy, Early Access;Sports: 86, Simulation: 85, Action: 83, Indie: 83, Strategy: 83, Early Access: 31, Boxing: 15, Pixel Graphics: 14, 2D: 11, Funny: 11, Violent: 11, Cute: 10, Retro: 10, Management: 9;game;Single-player;0 .. 20,000;167;11;1999;1999;0;2;English;windows;2020/03/10;0;http://www.strangejourneygames.com/;https://cdn.akamai.steamstatic.com/steam/apps/1002430/header.jpg?t=1654022819
1002440;Fantastic Creatures;Mythological Units. Ancient China. Experience a turn-based 4X strategy game where the land around you is slowly dying. Incarnate one of the four Fantastic Creatures: Dragon, Tiger, Turtle or Vermilion Bird and fight for survival.;Blue Callisto;Blue Callisto;Indie, Strategy;Indie: 31, Strategy: 31, 4X: 11, Simulation: 11, Singleplayer: 11, Turn-Based: 11, Turn-Based Strategy: 11;game;Single-player;0 .. 20,000;11;3;799;799;0;0;English;windows, linux;2019/11/14;0;http://www.fantastic-creatures.com;https://cdn.akamai.steamstatic.com/steam/apps/1002440/header.jpg?t=1580075673
1002480;Condors Vs Ocelots;Condors and Ocelots have been at war for generations. Customize your army to reign supreme in this Tactics RPG focused on customizable armies!;Titanomachy Studios;Titanomachy Studios;Action, Indie, RPG, Simulation, Strategy, Early Access;Indie: 76, RPG: 76, Strategy: 76, Action: 75, Simulation: 74, Early Access: 21, Strategy RPG: 12, Turn-Based Strategy: 12, Turn-Based Tactics: 12, Fantasy: 11, Post-apocalyptic: 11, Sci-fi: 11, Tactical: 11, Tactical RPG: 11, Turn-Based Combat: 11;game;Single-player;0 .. 20,000;1;1;0;0;0;0;English;windows;2021/03/19;0;http://titanomachystudios.com/#/;https://cdn.akamai.steamstatic.com/steam/apps/1002480/header.jpg?t=1616197080
1002490;Roulette Simulator 2;Roulette Simulator 2 is the redesigned fan-favorite simulation that allows players to enjoy a modern Roulette gambling experience. Players can continue to experience the thrills of roulette in real-time as the roulette wheel is back in the second edition of Roulette Simulator!;FlagmanJeremy;FlagmanJeremy;Casual, Indie, Simulation, Strategy;Casual: 32, Indie: 30, Simulation: 30, Strategy: 29;game;Single-player, Steam Achievements, Steam Leaderboards;0 .. 20,000;14;11;99;99;0;0;English;windows;2018/12/31;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002490/header.jpg?t=1601337624
1002500;M.C.I. Escapes;"M.C.I. Escapes: Solve a miracle to help a friend you haven't even met before, as you journey through Space &amp; Time - In your Mind.";KFA-Games;KFA-Games;Action, Adventure, Indie, RPG, Early Access;Early Access: 21, Action: 20, Adventure: 20, Indie: 20, RPG: 20;game;Single-player;0 .. 20,000;1;0;599;599;0;0;English;windows;2019/02/20;0;http://kfa-games.info;https://cdn.akamai.steamstatic.com/steam/apps/1002500/header.jpg?t=1550874508
1002510;The Spell - A Kinetic Novel;After the death of her parents, Eloise is forced to live with her uncle. Though she’s reluctant to the idea, she soon finds out that it’s not nearly as bad as she had envisioned. That is, until she found a weird note concerning her parents’ deaths next to the garbage bin.;Hangover Cat Purrroduction;Hangover Cat Purrroduction;Casual, Indie;Casual: 21, Indie: 21, Visual Novel: 14, Psychological: 12, Mystery: 11;game;Single-player, Steam Cloud;0 .. 20,000;23;0;499;499;0;0;English;windows, mac, linux;2019/01/15;0;https://www.hangovercatpurrroduction.com/;https://cdn.akamai.steamstatic.com/steam/apps/1002510/header.jpg?t=1668137463
1002520;Eggys Games Flash Collection;The Eggys Games Flash Collection is a gigantic collection of all games released by Eggys Games which includes 22 full games! This is the collection of over 10 years of work that have been released over the years.;Eggy;Eggys Games;Action, Adventure, Casual, Indie, RPG, Strategy;Action: 22, Casual: 22, Adventure: 21, Indie: 20, RPG: 19, Strategy: 19;game;Single-player;0 .. 20,000;5;1;299;299;0;0;English;windows;2019/01/31;0;http://www.eggysgames.com;https://cdn.akamai.steamstatic.com/steam/apps/1002520/header.jpg?t=1548982255
1002540;HA/CK;HA/CK will puzzle your mind with a variety of challenging levels. You have to solve a series of tests devised by The Programmer. Devise unforethought solutions to achieve top times amongst your friends or worldwide.;Gampixi;Gampixi;Indie;Indie: 33, Puzzle-Platformer: 15, First-Person: 14, 3D Platformer: 13, Puzzle: 13, Hacking: 12, Singleplayer: 12, Atmospheric: 10, FPS: 10, Retro: 10, Sci-fi: 10;game;Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards;0 .. 20,000;14;4;999;999;0;0;English;windows, mac, linux;2019/02/14;0;https://hack.dankons.com;https://cdn.akamai.steamstatic.com/steam/apps/1002540/header.jpg?t=1561715509
1002560;Tiny Snow;"On the snowy mountain, in the wooden hut, we are tied together by the world. She and &quot;I&quot; can only love each other, we cannot be separated. Is this free affection, or manipulated love? A short visual novel with multiple endings, &quot;Tiny Snow&quot;, a story with two girls, and you who know what love is.";#workshop;NVLMaker;Adventure, Casual, Indie;Visual Novel: 57, Indie: 45, Sexual Content: 43, Casual: 39, Adventure: 36, Anime: 34, Drama: 30, Multiple Endings: 29, Cute: 23, Violent: 21, Romance: 10, Psychological Horror: 7;game;Single-player, Steam Achievements, Steam Cloud;50,000 .. 100,000;3144;144;399;399;0;3;Simplified Chinese, English;windows;2019/02/27;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002560/header.jpg?t=1667655053
1002580;Cell Defender;Four warriors take risks in the human body. They will encounter many enemies from outside, including bacteria, viruses, fungi, parasites and so on. They will also face infected cells and cancer cells. Finally, they will strive to wipe out the enemy and usher in victory.;Panther Studio;Panther Studio;Adventure, Casual, Indie;Casual: 31, Adventure: 30, Indie: 30;game;Multi-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP;0 .. 20,000;3;1;399;399;0;0;English, French, Italian, German, Spanish - Spain, Simplified Chinese, Russian, Thai, Korean;windows;2019/05/8;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002580/header.jpg?t=1574508670
1002590;N-GON;An acid trip back to classic vector arcade action games with the unique bullet magnet mechanic. Dodge ruthless attacks, bend your projectile trajectory, destroy waves of enemies with the massive explosion chains. Die a lot! Then try again and get yourself to top of the leaderboards;quadape;quadape;Action, Indie;"Action: 363, Arcade: 337, ""Shoot Em Up"": 334, Flight: 328, Bullet Hell: 322, Top-Down: 312, 2D: 305, Abstract: 297, Minimalist: 288, Pixel Graphics: 278, Psychedelic: 267, Stylized: 255, Colorful: 243, 1980s: 230, Futuristic: 215, Aliens: 213, Space: 196, Old School: 178, Retro: 159, Combat: 139";game;Single-player, Steam Achievements, Steam Cloud, Full controller support;0 .. 20,000;4;0;399;399;0;0;English;windows;2022/10/11;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002590/header.jpg?t=1667001511
1002600;Temple of Pizza;Deliver pizzas to a mysterious party taking place in a previously abandoned temple in the woods.;Paul Kohler;Paul Kohler;Action, Adventure, Casual, Simulation;Action: 21, Casual: 21, Simulation: 21, Adventure: 20, VR: 5;game;Single-player;0 .. 20,000;2;4;0;0;0;0;English;windows;2019/01/13;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002600/header.jpg?t=1547367820
1002630;AWAKE - Definitive Edition;It was supposed to be a romantic trip… but turned into a brutal murder scene. When Marc and Caroline planned their romantic getaway, they didn’t know that it would turn their lives into jeopardy. Can you find a way to prevent this terrible crime and put the murderer to justice?;Storyyeller Games;Off The Beaten Track;Adventure, Casual, Indie;Adventure: 83, Indie: 83, Casual: 82, Point & Click: 16, Atmospheric: 12;game;Single-player, Steam Achievements;0 .. 20,000;44;16;199;199;0;0;English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian;windows, mac, linux;2019/01/13;0;https://beatentrack.games/awake/;https://cdn.akamai.steamstatic.com/steam/apps/1002630/header.jpg?t=1667130472
